ResponseID,Topic,Transcription
151,"Kaspersky Submission To The
Supporting Responsible Ai Discussion Paper","Kaspersky A Leading International Cybersecurity Company Has A Long And Successful Record Of
Utilizing Artificial Intelligence Ai Technologies To Prevent And Combat Cyberthreats – Particularly
By Using Machine Learning Ml Systems The Following Submission Is Based On Kaspersky’S
Profound Expertise In Ai As Well As Its Extensive Experience Of Engaging In Unled Initiatives On
Information And Communications Technologies And Reflects Company’S Views On The Main Issues
Highlighted In The Supporting Responsible Ai Discussion Paper
Generally When Assessing Potential Airelated Risks It Is Important To Proceed From The Fact That
Ai Systems Are Not Harmful And Dangerous By Design It Is The Malicious Use Of Ai Technologies That
Poses Risks – Not Artificial Intelligence Itself"
150,Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why,The Definitions Are Fine For High Level Discussion However There Should Also Be More Specific And Detailed Definitions Available To Allow For More Technical Discussions In A Legal Context Having Specific Definitions Is Important As Imprecise Terminology Creates Ambiguity And Makes It Difficult To Apply Legislation It Would Be Ideal If There Were Universal Or At Least Australia Wide Definitions Otherwise It Is Likely Different States And Territories Will Create Their Own Definitions In An Adhoc Matter
149,"Supporting Responsible Ai
Future For Now Submission","Australias Ai Ethics Principles Provide A Solid Foundation But There Is Room For Improvement
Currently The Principles Mainly Concentrate On The Ai Systems Themselves With Little Depth On
The Application Of Ai By Businesses While The Ai System Developers May Adhere To These
Principles It Is Not Clear How This Extends To Organisations Using Ai
Take For Instance The Principle Of Contestability Although It May Be Upheld In Some
Contexts The Scenario Of Organisations Replacing Workers With Ai While This Move May Boost
A Companys Profitability It Raises Questions About The Rights Of The Affected Workers And Their
Ability To Contest Such Decisions
Given The Widespread Accessibility Of Generative Ai To Both Organisations And Nontechnical
Individuals It Is Imperative To Revisit And Revise The Ai Ethics Principles
The Focus Of This Submission By Future For Now Is On The Application Of Ai By Businesses
Rather Than The Building Of Llms And Adm Tools"
148,"Submission To The Department Of Industry Science And Resources Enquiry –
Supporting Responsible Ai","This Submission Is In Response To The Department Of Industry Science And Resources’
Call For Views On How The Australian Government Can Mitigate Any Potential Risks Of
Ai And Support Safe And Responsible Ai Practices
I Write Because We Are A Small Marketing Research Company Of Two Employees And As
Such Have A Business Interest In Effective And Ethical Ai Use We Are A Company
Member Of The Research Society1
 And Adhere To Its Code Of Professional Behaviour2
In All Our Information Collection And Data Retention And Data Security Matters And
Comply With The Australian Privacy Principles Research Program Privacy And Ethical
Treatment Of The Participants And Of The Data We Collect Is Core To Our Business In
Line With That We Advise Participants In Our Research That Their Participation Is On The
Basis Of Their Participant Anonymity And Express Consent To Participate In The Research
Program And We Advise The Potential Participants And Our Clients That All Results
Are Reported In Deidentified Aggregates Only Even If The Data We Collect Is Individually
Identifiable In Its Collection And Analyses Stages We Do This To Encourage
Participation And Open And Honest Advice From Those Who Do Participate
Currently And Into The Future We Use And Expect To Increasingly Use Ai Tools To Assist
Us To Strengthen Our Clients’ Businesses But We Are Concerned To Ensure That Such
Tools If And When Used Continue To Maintain The Promised Anonymity Of Response
And That Any Knowledge Obtained Is Available In Deidentified Material Only"
147,Safe And Responsible Ai In Australia Discussion Paper,"Salesforce Welcomes The Australian Government’S Consultation On Safe And Responsible Ai It Is A
Considered Approach That Takes Into Account International Developments And Australia’S Unique
Opportunities And Challenges
About Salesforce
Founded In 1999 Salesforce Is A Global Leader In Cloud Enterprise Software For Customer Relationship
Management “Crm” Providing Softwareasaservice “Saas” And Platformasaservice “Paas”
Offerings To Businesses Governments And Other Organisations Around The World Our Customers
Represent Companies Of All Sizes And Across All Sectors Our Business Model Is Cloudbased And Low Code
Allowing For Faster Deployment Of Technologies And Greater Agility We Help Our Customers Connect With
Their Customers — Or Employees Or Citizens — In A Whole New Way Using Cloud Data And Ai
Technologies"
146,"Comments On “Safe And Responsible Ai In Australia”
Discussion Paper","Workday Appreciates The Opportunity To Comment On The Department Of Industry Science And Resources’
“Disr” Discussion Paper Regarding Safe And Responsible Ai In Australia “Discussion Paper” Workday
Is A Leading Provider Of Enterprise Cloud Applications For Finance And Human Resources Helping Customers
Adapt And Thrive In A Changing World Workday Applications For Financial Management Human Resources
Planning Spend Management And Analytics Are Built With Artificial Intelligence And Machine Learning At
The Core To Help Organizations Around The World Embrace The Future Of Work Workday Is Used By More
Than 10000 Organizations Around The World And Across Industries – From Mediumsized Businesses To
More Than 50 Of The Fortune 500 With Offices In Brisbane Melbourne And North Sydney Two Incountry Data Centres And A Customer Support Presence We Are Proud Of Our Robust Offerings In Australia
Workday Serves Major Australian Customers Including Atlassian Canva The Commonwealth Bank Of
Australia Latitude Financial Services One Rail Australia Qantas Reece Group Telstra And St
Vincent’S Health Australia
At Workday We Believe That Artificial Intelligence “Ai” Is Powering The Future Of Work By Unlocking Human
Potential Driving Business Value And Enabling Our Customers And Their Employees To Focus On More
Strategic And Fulfilling Work Consistent With Our Commitment To Ethical Ai Workday Has Been Helping To Lay
The Groundwork For Smart Ai Safeguards Since 2019
Workday Supports The Development Of Safe And Responsible Ai Policies Regulations And Practices That Are
Meaningful Technically Sound And Advance Responsible Innovation Building On Our Call For Ai Regulation
Workday Offers The Following Recommendations To Select Portions Of The Discussion Paper Please Do Not
Hesitate To Contact Eunice Lim Director Corporate Affairs Apj At Eunicelimworkdaycom If You Have
Any Questions Or Would Like Further Information"
145,Submission Safe And Responsible Ai In Australia,"I Am A Practising Lawyer And Former Academic Who Has Practised And Written In The Fields Of Digital Commerce Privacy And Banking And Financial Services Law For More Than 30 Years Prior To My Current Practice I Was Crown Counsel To The Victorian Attorneygeneral And Premier’S Office For 45 Years A Partner With Clayton Utz In Digital Business And Government And Financial Services Law For 12 Years And An Associate Professor Of Law At The University Of Melbourne Law School

I Am A Deputy Chair Of The Digital Commerce Committee Of The Law Council Of Australia And Have Contributed To The Law Council’S Submission The Law Council Has Made A Long Submission To Which I Contributed 

I Wish To Make A Short Submission Focusing Only Question 11 In The Discussion Paper On The Need For A Basic Transparency Disclosure When Ai Technology Is Used The Purpose Of This Disclosure Is To Build Awareness Transparency And Trust For People Using Ai Systems And To Prompt Them To Ask More Questions If Appropriate To Promote Additional Voluntary Disclosures By Providers And Users Of Ai Systems And To Reduce The Risk Of People Being Misled Including By Overreliance On Mistake Or Misinformation About Ai Systems Or By Deliberate Fakes And Scams Which Use Ai"
144,"Regulation	Of	Generative	Ai	Requires	Continuous	
Oversight	Austlii	Submission	On	The	‘Safe	And	Responsible	
Ai	In	Australia’	Discussion	Paper","Australia’S Department Of Industry Science And Resources Has Invited Interested Parties To
Make Submissions On A Discussion Paper Dp Safe And Responsible Ai In Australia The 1
Dp Lists 20 Questions On Which Submissions Are Sought The Dp Builds On A Rapid Response
Information Report – Generative Ai Language Models And Multimodal Foundation Models
Rri Report Commissioned By The National Science And Technology Council Anstc 2
Which Contains The Technical Assumptions About Generative Ai That Are Used In The Dp As Well
As Regulatory Background
This Submission By Researchers From The Australasian Legal Information Institute Austlii
Addresses The Most Important General Issues Identified In The Discussion Paper And Suggests
The Best Strategies To Address Them"
143,Stephen Nicholas Fowler,
142,Ai Safety A Brief Examination Of Identity Scams And Implications,"In This Paper I Discuss A Small But Signicant Aspect Of Ai Safety Identity Scams This
Specic Issue Illuminates The Larger Challenges We As A Society Face With The
Introduction Of Articial Intelligence Historical Context
When Alan Turing Proposed The Imitation Game As A Test Of Intelligence In 1950 His
Intentions Were Positive Turing Aimed To Provide An Objective Measure Of When A
Machine Could Be Considered Intelligent He Suggested That If We Could Not Distinguish
A Machine From A Human After A Short Period Of Time It Would Be Reasonable To Regard
The Machine As Intelligent"
141,"Ncc Group’S Response To The Government’S Discussion Paper Safe And
Responsible Ai In Australia","Ncc Group Welcomes The Opportunity To Respond To The Australian Government’S Discussion Paper
And Offer Our Expertise As A Global Cyber Security Business We Are Keen To Ensure That Security
Considerations Are Embedded In Ai Systems From The Outset This Is Because Ai Can Only Be Safe If It Is
Also Secure
We Support The Government’S Endeavours To Review Its Approach To Governing Ai Building Public Trust
And Enabling Society To Reap The Benefits Ai Has To Offer We Agree That The Myriad Of Existing
Technologyneutral Laws Governing Areas Such As Data Privacy Online Safety And Consumer Rights
Provide A Strong Foundation For Regulating Ai We Also Agree That There Is A Need For Contextspecific
Regulation And Support Ongoing Regulatory Efforts In Sectors Such As Healthcare And Transport That
Said Ai Presents New Challenges And Risks That Need To Be Understood And Mitigated So That Australia
Can Benefit From The Opportunities Ai Presents We Believe That The Government’S Plans Could Be
Strengthened In The Following Ways To Cement Australia’S Position As A Global Leader In This Field
• The Government Must Clearly Define Australia’S Risk Appetite Ai Will Never Be Zero Risk If We
Wish To Pioneer Its Development And Crucially Its Deployment As Such Australia Should Define Its
Risk Appetite So That Red Lines With Regards To Ai And Ml Systems And Their Security Safety And
Resilience Are Known
• Endusers And Consumers Should Be Empowered To Make Decisions About The Ai Systems
They Use By Improving Transparency Of Where And How Ai Technologies Are Being Deployed A
Governmentled Consumer Labelling Scheme Backed Up By Independent Thirdparty Product
Validation Would Enable Endusers To More Confidently Use Ai Technologies Knowing Steps Have
Been Taken To Reduce Associated Risks We Have Seen Similar Schemes Deployed For Smart
Devices Which Could Be Built On And Learnt From For Higherrisk Products We Believe That
Continuous Thirdparty Product Assurance Should Be Mandated This Should Take Into Account The
Context In Which Ai Is Deployed As Well As The Underlying Risks In The Technology Itself There
Should Also Be Clear Routes For Redress Where Things Go Wrong Building On Existing Legislation
• Flexibility Agility And Periodic Regulatory And Legislative Reviews Should Be Built In From The
Outset To Keep Pace With Technological And Societal Developments This Could Include
Requirements For Regulators To Engage Regularly With Industry Experts Drawing From A Wide Range
Of Backgrounds And Generational Perspectives • In Assuming A Greater Role In Regulating The Use Of Ai Regulators Should Be Strengthened In
Their Powers Resources And Capabilities
• There Remains A Significant Shortage Of The Skills We Need To Develop Ai Frameworks And Assure
Systems’ Safety Security And Privacy If Australia Wants To Be A Global Leader In Ai The
Government Must Focus Investment On Developing The Skills Needed To Make Its Regime A
Success
• If The Government Wants To Ensure That Australian Languages Religious Outlooks Values And
Cultural References Are Protected While Also Minimising The Risk Of Adopting Biases Seen
Elsewhere In The World Steps Must Be Taken To Make Australian Datasets More Readily
Available For Use In Ai
• The Drafting Approval And Implementation Of Technical Standards That Underpin The
Australia’S Regulatory Framework Will Be Critical We Ask That A Clear Route Map For The
Development Of Technical Standards Is Laid Out Detailing Where Those Standards Are Crosssectoral
And Where Sectorspecific Standards Are Required Eg Medical Devices"
139,"Discussion Paper Safe And Responsible
Ai In Australia","Insurtech Australia Insurtech We Us Our Welcomes The Opportunity To Engage With The Department
Of Industry Science And Resources Government To Lodge A Submission On Its Discussion Paper ‘Safe
And Responsible Ai In Australia’ Released On 1 June 2023 Paper
This Submission Was Drafted By Insurtech In Consultation With Our Members Each A Member In
Developing This Submission Our Members Participated In A Roundtable Session To Discuss Their Attitudes
Towards Artificial Intelligence Ai Generally The Extent Of Their Adoption Of Ai In Their Respective
Organisations As Well As Their Collective View On The Preferred Approach To Ai Regulation In Australia
We Acknowledge The Support And Contribution Of Law Firm Dla Piper In Respect Of The Development Of
This Submission And Their Facilitation Of The Roundtable Discussion Between Us And Our Members"
138,Safe And Responsible Ai In Australia Discussion Paper,"The Rapid Development And Deployment Of Artificial Intelligence Ai Has The Unique Opportunity To
Deliver New Capabilities And Benefits To The Australian Economy And Community These
Opportunities Can Improve The Lives Of Australians Through Improvements To Environmental
Protection Energy Efficiencies Defence Security Health Care Safety And Education As With Any
New Technology These Capabilities Bear Degrees Of Uncertainty Which Are Cause For Concern And
Can Challenge Public Perception And Trust The Vast Opportunities Which Ai Pose Offers The
Australian Government A Unique Opportunity To Move With Speed To Improve The Lives Of Many
Australians For The Better Sa Can Support The Australian Government To Adopt And Develop
Internationally Aligned Foundational Standards As The Basis For Establishing Approaches To The
Regulation Of Ai To Build Support Consensus And Trust Within Responsible Ai
These Challenges Are Not New To Ai However With Any New And Emerging Technology There Is
Always A Window Of Opportunity To Establish New Regulation That Offer The Australian Public The Tools
To Increase Adoption Whilst Also Providing Safeguards Given The Broad Potential With Ai In
Crosscutting Industries And Sectors The Primary Concern Is To Ensure The Australian Public
Develops A Deeper Level Of Confidence In These Emerging Technologies And Can Adopt Them With
Confidence Standards Both Nationally And Globally Are Built Through A Harmonised Approach
Driving Consensus Amongst Industry Government And Community Interests In Turn This Process
Leads To A Higher Chance Of Market Acceptance And Implementation
International Standards Are Uniquely Placed To Provide A Common Base For Ai Governance Across
Government Jurisdiction And Sector Applying The Same Principle Of Driving Consensus On A Global
Scale A Considerable Amount Of Work Has Already Been Done In Partnership With Isoiec To Help
Govern The Use Of Responsible And Safe Ai Globally Some International Standards Already Underpin
The Development Of Regulatory Frameworks And Provide A Means Of Demonstrating Conformance
Through Consensus Standards Will Also Support Interoperability And Regulatory Compatibility With
Systems In Other Jurisdictions Such As Those Being Developed By The Eu And The Us Reducing
Barriers To Trade"
137,Supporting Responsible Ai Discussion Paper,"This Paper Has Been Prepared In Response For A Consultation On How The Australian Government Can Mitigate Any Potential Risks Of Ai And Support Safe And Responsible Ai Practices

This Is Significant Topic And Having Attended The Inperson Session At The Sydney Csiro Offices I Thought It Would Be More Pragmatic And Useful To Provide Direct Feedback From Points That Were Raised In That Session As Well As Others That Maybe Were Not Covered

Firstly I Will Limit My Comments To Those Areas Where I Feel The Government Has A Direct Role To Play Through Regulation Standards Bodies Both General And Industryspecific Will Increasingly Create A Multitude Of Ideasbased Standards That Companies And Industries Will Adopt Based On Their Businessmodels Affiliations And Leadership This Is Certainly The Direction In The Us Regulatory Landscape As Well As Europe For Medium And Low Level Risk Systems

Broadly Speaking I Think The Role Of Government Is To Promote Industry Development And Economic Growth While Staying Within The Existing Laws Of Consumer Protection And Data Privacy 

Ai Is Both A Tool Built From Data And Algorithmic Components And An Enablement Of Certain Activities Both Good And Bad In The Digital Space I Think Its Useful To Separate The Two For The Purpose Of This Consultation"
136,"Response To The Consultation
Paper On Ai And Adm Regulation","There Exist Several Potential Risks From Artificial Intelligence Ai That We Believe Australia’S Existing Regulatory
Approaches Do Not Sufficiently Address As Noted In The Discussion Paper One Such Risk Is The Inherent Bias And
Discriminatory Outcomes That Can Occur In Ai Systems Particularly Those Utilising Machine Learning Algorithms These
Risks Can Arise Due To Biased Training Data Or Algorithms That Reinforce Systemic Discrimination To Mitigate These Risks
We Suggest The Implementation Of Legislation That Mandates The Use Of Bias Testing And Mitigation Measures During The
Development And Deployment Of Ai Systems Such A Regulation Would Help Ensure Fairness And Equality In Aidriven
Decisions And Services As A Laboratory Specialising In Biometrics And Ai Testing We Believe It Is Essential That Any
Proposed Measures Or Initiatives Reinforce The Need For Independent Testing And Assurance Of Systems That Include Ai
Or Adm And The Underlying Algorithms
Another Risk Pertains To Privacy And Data Security Especially With Advancements In Ai And Automated Decisionmaking Adm Technologies That Use Large Volumes Of Personal Data The Existing Privacy Act Does Not Fully Consider
These New Dynamics Introduced By Ai We Propose The Establishment Of A New Regulation To Specifically Address Data
Protection In Ai And Adm Technologies Including For Example Provisions For Anonymisation Of Data Used In Ai Training
And Decisionmaking Processes
The Australian Government Can Implement Several Nonregulatory Initiatives To Support Responsible Ai Practices One
Such Initiative Could Be The Promotion Of Educational And Training Programmes Aimed At Creating Awareness Of Ai
Ethics And Responsible Ai Practices The Government Could Also Fund Research Into Mitigating Ai Biases Ensuring
Privacy In Ai Systems And Designing More Transparent Ai Models To Support This We Believe That Testing And Related
Assurance Mechanisms Are A Key Part Of The Future Safe Use Of Ai There Is An Opportunity For Australia To Build
Capability In This Field To Support Responsible Development Of Ai And Its Uses Internationally
Bixelab Already Undertakes Research And Testing For Biometric And Related Ai Systems Both For Australian And
International Customers Indeed Bixelab Performed The World’S First Testing For Bias In Systems For Detecting
Presentation Attacks Against Biometric Systems Resulting In Development Of A Framework For Such Testing
We Hope These Suggestions Contribute To The Thoughtful Discussion Around The Governance And Regulation Of Ai And
Adm In Australia And We Stand Ready To Provide Additional Insight And Recommendations If Needed
We Would Be Pleased To Provide Further Information And Advice On This Issue If Required Or Welcome You To Visit Our
Lab To Learn More About Our Work"
135,Dr Michael Noetel,"The Definitions In “Figure 1” Are Too Restrictive A Definition Of “Intelligence” The Proposed Definition Limits “Intelligence” To “Predictive Outputs” I’Ll Grant That Current Llms Are Working To “Predict The Next Word” Many Narrow Ais Are Making Various Kinds Of Predictions However This Is A Narrow Understanding Of What Current And Future Ai Systems Do Unless We Want To Say Humans Are Mere Prediction Engines The Definition Should Mirror What We Grant As Human Intelligence Include The Ability To Understand Plan And Achieve Goals In The World
In Addition It Is Too Restrictive To Limit “Intelligence” To “Humandefined Objectives Or Parameters”
1 First This Assumes The Ai Alignment Problem Is Solved We Want Ai To Pursue Human Objectives But This Is Not Trivially Easy Ai Alignment Is About Trying To Understand How To Steer Ai Systems Towards Humanintended Goals Preferences And Ethical Principles While There Are Overlaps Between This Question And Ai Capabilities They Are Not The Same Task Many Of The Current Problems In Ai Ethics Are Caused By Ais Not Being Aligned With Humanobjectives As Ai Systems Become Increasingly Intelligent—That Is Able To Seek Goals—This Kind Of Misalignment Could Have Catastrophic Consequences Ensuring They Share Our Goals Becomes Increasingly Challening Like Parenting An Increasinly Intelligent Adolescent Government Should Be Supporting Research Into Solving This Problem Not Proposing Definitions That Assume It Doesn’T Exist
2 Second Limiting The Function Of Ais To Humandefined Objectives Or Parameters Is A Policy Outcome Not A Definition Of Ai Tools Already Exist That Allow Ais To Perform Complex Multistep Procedures And Generate Their Own Recursive Queries Some Of Those Queries Were Set By Some Humans But Not Ones We Want For Humanity Eg Chaosgpt Has Already Been Programmed With The Goal Of Destroying Humanity1] Different Ais Can Also Interact With One Another While It Is Likely Wise For Global Governance To Limit The Ability Of Future Systems To Have Certain Agentic Capabilities To Assume That They Don’T Form Part Of Ai Through A Definition Is Misleading"
134,The Consultations On Discussion Paper Supporting Safe And Responsible Ai In Australia,"The Consultations On Discussion Paper Supporting Safe And Responsible Ai In Australia Provide A Welcomed
Opportunity To Contribute To The Development Of Safe Responsible And Ethical Adoption Of Artificial Intelligence
Ai In Australia Informed By My Own Scholarly Research And That Of Other Learned Academics Who Focus On
The Impact Of Ai On Workers Work And Employment The Following Response First Provides Some General
Comments And Then Responses To The Specific Questions Posed In The Discussion Paper
Firstly The Riskbased Approach To Regulating Ai Is Supported In Principle The “Possible Elements” Outlined In
Attachment C Of The Discussion Paper Are Also Supported However I Note The Following Potential Limitations In
Relation To The Elements Noted Below
Explanations While This Idea In Principle Supports Greater Transparency And Therefore Warrants Exploration It
May Also Pose Tensions Between Commercialinconfidence Information And Transparent Decisionmaking As
Ai Becomes More Sophisticated The Factors That Informed An Outcome May Not Be Easily Understood Or Known
To Users And Outcomes May Be Variable Based On A Number Of Factors Chatgpt Provides A Case Example Of
Variability In Outputs But Also The Innate Difficulty In Understanding The Basis On Which Outputs Were Derived In
An Opensourced Ai More Consultation With Ai Developers Would Help To Ensure ‘Explanations’ Support Trust
And Fairness Alongside Innovation
Training Similarly It May Not Be Practically Feasible Nor Costeffective To Provide All Employees Of An
Organisation With Training In The Design Of Ai To Ensure This Is A Useful And Not Onerous Element For
Organisations This Element Would Need To Be Sufficiently Broad And Flexible And Perhaps Balanced With
Standards Or Guidelines To Support Training It Should Also Be Clear If The Onus For The Provision Of Training Would
Be Placed On The Developersvendors Of The Ai Or On The Organisations That Purchase Subscribe Or Use Ai
Technologies"
133,Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why,"An Effective And Riskbased Approach To Ai Regulation Focused On Ethics And Safety And Ultimately Public Trust Needs To Grapple With A Spectrum Of Ai Capability The Proposed Definitions Would Cover Such A Wide Range Of Systems That They Would Form A Poor Basis For Informing Policy And Risk Decisions By Analogy When The Government Regulates “Vehicles” It Uses Definitions To Distinguish Pushbikes From Passenger Jets And Then Applies Appropriate Regulations To Each Kind

While Including More Recent Developments Like Multimodal Foundation Models Mfm Is A Helpful First Step The Paper’S Definitions Need To Capture A Spectrum Of Ai Capability To Allow A Meaningful Conversation Some Factors That Help Define A Spectrum Of Capability Are

1 Size How Many Parameters Does The System Have
2 Training Cost How Much Data And Compute Was Used To Build The System
3 Breadth Can The System Perform Only A Narrow Range Of Tasks Or Many Different Tasks
4 Multimodality Can The System Process Many Different Types Of Data Or Only A Few Types
5 Temporal Awareness Is The Model Able To Reason About And Plan For Future Events
6 Transparency Do The Designers And Operators Understand How The System Reasons Internally

Without Understanding A Spectrum Of Capability It’S Impossible To Meaningfully Discuss The Risks Of Various Ais And The Policies That Result Are Likely To Be Poorly Suited To The Realities Of Present And Future Ai Systems"
132,What Potential Risks From Ai Are Not Covered By Australia’S Existing Regulatory Approaches Do You Have Suggestions For Possible Regulatory Action To Mitigate These Risks,Ai Clearly Presents Transformative Potential But It Also Has The Potential To Create Unprecedented Risks Australias Existing Regulatory Approaches Acknowledge Certain Risks But Overlook The Category Of Catastrophic Risks Associated With Highly Capable Ai Systems Academic Experts And Industry Leaders Alike Have Emphasized The Urgency Of Mitigating These Risks And Have Endorsed Making It A Global Priority Alongside Pandemics And Nuclear War
131,The Consultations On Discussion Paper Supporting Safe And Responsible Ai In Australia,"I Have Been Involved In Marketing An Agi Artificial General Intelligence Product So I Have Some Understanding Of The Complexity Of The English Language My Submission Is Intended To Cover Textual Systems Only Not Autonomous Vehicles Or Graphical Systems
I Would Suggest Three Levels Of Regulation Of Textual Ai
1	The Simple Chatbots That Answer Simple Questions And Pass You On To A Person For Anything Complicated
Little Or No Regulation
2	Llms Or Generative Ai

There Already Is And Will Continue To Be A Huge Marketing Push To Recoup The Billions Expended On Generative Ai – Regulation Will Be Difficult And Hotly Contested
Llms Are Rapidly Growing In The Amount Of Text They Contain Their Output Can Result From A Conversation With The Machine And Can Seem To Be Specially Crafted To The Needs Of The User"
130,,"Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why

The Foreword Of Isoiec 22989 Calls Out A Weakness Of The Definition Set For Purposes Like Those Being Pursued In This Paper Specifically The Standard Says It Is Currently Lacking Language For Comparing Ais In Terms Of Properties Like Trustworthiness Robustness Resilience Reliability Accuracy Safety Security And Privacy In This Way Definition Does Not Effectively Support An Important Conversation About Ai In Its Current Form Ai Developments In The Future For People’S Benefit Unethical Ai And Seriously Unsafe Or Dangerous Ai A Definition That Leaves Open The Door To Other Considerations About The Intelligence And Capacity Of Ai As Well As Its Features Such As Corrigibility Size Narrow Or General Multimodality Temporal Awareness And Other Features That Have Emerged From Current And Future Research For Example The Definition From The Multimodal Foundation Modals Mfm Or The National Institute Of Standards And Technology’S “The Language Of Trustworthy Ai” And Research Such As Corrigibility In Ai Systems By Stuart Russell Patrick Lavictorie These Resources Can Be Used To Expand Upon The Definition Provided By Isoiec22989"
129,,"Make A General Comment

I Believe It Is Imperative That The Australian Government Make Strong Laws Governing All Areas Of Development And Use Of Aiin Our Country"
128,,"Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why

Proposed Definitions Are “Circular” Undervalue “Intelligence” And Wrongly Assume Ai Is Always Humandirected

The Definitions In “Figure 1” Represent A Limited Understanding Of “Intelligence” The Proposed Definition Limits “Intelligence” To The Generation Of Mere “Predictive Outputs” While There Is A Sense In Which Current Llms Are Working To “Predict The Next Word” Or Narrow Ais Are Trying To Do Various Kinds Of Prediction Eg Whether A Scan Shows A Disease Or Which Move In A Game Is Best This Is A Narrow Understanding Of What Current And Future Ai Systems Do A More Futureproof Way To Understand Machine Intelligence Is Through Closer Comparison To Human Intelligence The Definition Should Include The Ability To Understand Plan And Achieve Goals In The World"
127,,"Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why

An Effective And Riskbased Approach To Ai Regulation Focused On Ethics And Safety And Ultimately Public Trust Needs To Grapple With A Spectrum Of Ai Capability Such A Wide Range Of Systems Could Fit Within The Presented Definitions That They Are Unhelpful For Informing Policy And Risk Decisions By Analogy When The Government Regulates “Vehicles” It Uses Definitions To Distinguish Pushbikes From Passenger Jets And Then Applies Appropriate Regulations To Each Kind

While Including More Recent Developments Like Multimodal Foundation Modals Mfm Is A Helpful First Step The Paper’S Definitions Need To Capture A Spectrum Of Ai Capability To Allow A Meaningful Conversation The Following 5 Factors Help Define A Spectrum Of Capability

1 Size How Many Parameters
2 Specialised Vs General Capabilities
3 Multimodality The Types Of Data It Can Process
4 Temporal Awareness Is The Model Able To Reason About And Plan For Future Events
5 Active Vs Passive Is The Model Trained To Achieve Realworld Objectives Or Mimic Data

Without Understanding A Spectrum Of Capability It’S Impossible To Meaningfully Discuss The Risks Of Various Ais And Any Conversation Will Be Primed For Misunderstanding"
126,,"Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why

The Definitions In “Figure 1” Represent A Limited Understanding Of “Intelligence” The Proposed Definition Limits “Intelligence” To The Generation Of Mere “Predictive Outputs” While There Is A Sense In Which Current Llms Are Working To “Predict The Next Word” Or Narrow Ais Are Trying To Do Various Kinds Of Prediction Eg Whether A Scan Shows A Disease Or Which Move In A Game Is Best This Is A Narrow Understanding Of What Current And Future Ai Systems Do A More Futureproof Way To Understand Machine Intelligence Is Through Closer Comparison To Human Intelligence The Definition Should Include The Ability To Understand Plan And Achieve Goals In The World

The Definition Of Ai In “Figure 1” Is Also Wrong To Limit The Scope Of “Intelligence” To “Humandefined Objectives Or Parameters” This Is Wrong For At Least Two Reasons

1 First A Definition That Assumes Ais Pursue Humandefined Objectives Assumes That The Ai Alignment Problem Is Solved Research Into Ai Alignment Is About Trying To Understand How To Steer Ai Systems Towards Humanintended Goals Preferences And Ethical Principles Many Of The Current Problems In Ai Ethics Are Caused By Ais Not Being Aligned With Humanobjectives And As Ai Systems Become Increasingly Capable This Kind Of Misalignment Could Have Catastrophic Consequences Government Should Be Supporting Research Into Solving This Problem Not Proposing Definitions That Assume It Doesn’T Exist"
125,,"Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why

A Sophisticated Discussion Of Ai Requires An Understanding Of Additional Terms Like How Agentic Or Corrigible A Given Ai Is Adopting Isoiec 22989 1] Definitions Is The Wrong Approach To Framing A Conversation About Policy Law And Governance Because It Doesn’T Open The Door To The Big Questions We Need To Grapple With

The Foreword Itself To Isoiec 22989 Calls Out A Weakness Of The Definition Set For Purposes Like Those Being Pursued In This Paper Specifically The Standard Says It Is Currently Lacking Language For Comparing Ais In Terms Of Properties Like Trustworthiness Robustness Resilience Reliability Accuracy Safety Security And Privacy

These Are The Concepts We Need To Grapple With And Address The Ethical And Safety Questions We Are Facing And Design An Effective Regulatory Regime"
124,,"Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why

A Sophisticated Discussion Of Ai Requires An Understanding Of Additional Terms Like How Agentic Or Corrigible A Given Ai Is Adopting Isoiec 22989 1] Definitions Is The Wrong Approach To Framing A Conversation About Policy Law And Governance Because It Doesn’T Open The Door To The Big Questions We Need To Grapple With

The Foreword Itself To Isoiec 22989 Calls Out A Weakness Of The Definition Set For Purposes Like Those Being Pursued In This Paper Specifically The Standard Says It Is Currently Lacking Language For Comparing Ais In Terms Of Properties Like Trustworthiness Robustness Resilience Reliability Accuracy Safety Security And Privacy

These Are The Concepts We Need To Grapple With And Address The Ethical And Safety Questions We Are Facing And Design An Effective Regulatory Regime

The National Institute Of Standards And Technology Nist Is Managing A Glossary Of Terms Called “The Language Of Trustworthy Ai” Which Would Be A Much More Valuable Starting Point Than The Proposed Isoiec 22989 With Its Selfacknowledged Weaknesses"
